XM_026971221.1	LOC105288151
XM_011354228.3	LOC105288173
XM_011354226.3	LOC105288171
XM_011354224.3	LOC105288170
XM_020030168.2	LOC105288169
XM_011354216.2	LOC105288165
XM_011354217.3	LOC105288166
XM_011354218.3	LOC105288167
XM_011354220.3	LOC105288168
XM_011354215.3	LOC105288163
XM_026973687.1	LOC105288159
XM_026973691.1	LOC105288161
XM_011354214.3	LOC105288162
XM_026973692.1	LOC113562918
XM_026973539.1	LOC113562885
XM_026973814.1	LOC105288155
XM_011354196.3	LOC105288154
XM_011354194.3	LOC105288153
XM_026973620.1	LOC113562895
XM_011345283.3	LOC105282940
XM_011345282.3	LOC105282937
XM_011345284.3	LOC105282941
XM_011345285.3	LOC105282942
XM_011345287.3	LOC105282943
XM_011345288.1	LOC105282944
XM_011345289.2	LOC105282945
XM_011345290.3	LOC105282946
XM_026973533.1	LOC105282949
XM_020032850.2	LOC105282948
XM_020032847.2	LOC105282956
XM_020032845.2	LOC105282962
XM_011345304.3	LOC105282954
XM_011345303.3	LOC105282953
XM_011345302.2	LOC105282952
XM_011345301.2	LOC105282951
XM_011345300.3	LOC105282950
XM_011345315.3	LOC105282957
XM_011345317.3	LOC105282960
XM_026973664.1	LOC105282963
XM_011345318.3	LOC105282961
XM_011333106.2	LOC105275904
XM_011333105.3	LOC105275901
XM_011333103.3	LOC105275900
XM_026973672.1	LOC105275899
XM_011333090.3	LOC105275898
XM_011333089.3	LOC105275897
XM_011333088.3	LOC105275896
XM_011333083.3	LOC105275895
XM_026973739.1	LOC113562934
XM_026973815.1	LOC105275915
XM_011333082.3	LOC105275893
XM_020030519.2	LOC105275914
XM_011333073.3	LOC105275888
XM_026973518.1	LOC105275889
XM_011333075.2	LOC105275891
XM_011333077.3	LOC105275892
XM_020030513.2	LOC105275886
XM_011333066.1	LOC105275885
XM_011333064.3	LOC105275884
XM_026973697.1	LOC105275883
XM_026973588.1	LOC105275881
XM_026973589.1	LOC113561451
XM_011333052.3	LOC105275879
XM_011333051.3	LOC105275878
XM_026973816.1	LOC105275912
XM_026973882.1	LOC113562976
XM_011333048.2	LOC105275875
XM_011333049.3	LOC105275876
XM_026973817.1	LOC105275877
XM_026973880.1	LOC105275872
XM_026973755.1	LOC105275871
XM_011333039.3	LOC105275870
XM_011333026.3	LOC105275865
XM_011333027.3	LOC105275866
XM_011333030.3	LOC105275868
XM_026973751.1	LOC105275869
XM_011333025.3	LOC105275864
XM_011333024.3	LOC105275863
XM_011333022.3	LOC105275862
XM_026973761.1	LOC113562942
XM_026973759.1	LOC105275861
XM_011333019.3	LOC105275859
XM_011333018.3	LOC105275858
XM_011333016.3	LOC105275856
XM_011333014.1	LOC105275855
XM_011333013.2	LOC105275854
XM_011333008.3	LOC105275853
XM_011333004.3	LOC105275852
XM_011332994.3	LOC105275850
XM_011333001.3	LOC105275851
XM_011332992.3	LOC105275848
XM_011332993.3	LOC105275849
XM_011333114.3	LOC105275911
XM_011332988.3	LOC105275846
XM_011332991.3	LOC105275847
XM_011332984.3	LOC105275845
XM_026973703.1	LOC105275840
XM_011332980.3	LOC105275839
XM_026973702.1	LOC105275910
XM_011332979.2	LOC105275838
XM_011332978.2	LOC105275836
XM_026973624.1	LOC105275835
XM_011332972.3	LOC105275833
XM_020030550.2	LOC105275834
XM_020030517.2	LOC109610761
XM_011332966.3	LOC105275829
XM_011332964.3	LOC105275828
XM_011332963.3	LOC105275827
XM_011332959.2	LOC105275826
XM_011332956.3	LOC105275824
XM_011332958.2	LOC105275825
XM_011332954.2	LOC105275822
XM_011332952.2	LOC105275821
XM_011332950.3	LOC105275820
XM_020030505.2	LOC105275816
XM_026973818.1	LOC113562957
XM_011332943.1	LOC105275817
XM_026973546.1	LOC105275819
XM_011332928.2	LOC105275813
XM_020030526.2	LOC105275814
XM_026973694.1	LOC105275812
XM_026973512.1	LOC105275809
XM_011332924.3	LOC105275810
XM_011332925.3	LOC105275811
XM_011332921.3	LOC105275808
XM_026973630.1	LOC105275805
XM_020030542.2	LOC105275806
XM_011332911.3	LOC105275803
XM_011332912.3	LOC105275804
XM_011332906.3	LOC105275801
XM_011332909.2	LOC105275802
XM_026973830.1	LOC105275907
XM_011332905.3	LOC105275799
XM_026973828.1	LOC105275906
XM_020030552.2	LOC105275798
XM_026973819.1	LOC105275905
XM_011332899.3	LOC105275795
XM_026973612.1	LOC105275796
XM_026973607.1	LOC105275797
XM_011332890.3	LOC105275788
XM_011332892.3	LOC105275789
XM_026973616.1	LOC105275792
XM_011332898.3	LOC105275793
XM_011332884.3	LOC105275782
XM_011332885.3	LOC105275783
XM_011332886.3	LOC105275784
XM_011332887.3	LOC105275785
XM_026973617.1	LOC105275787
XM_011332883.3	LOC105275781
XM_026973550.1	LOC105275780
XM_011332880.3	LOC105275779
XM_026973645.1	LOC105288158
XM_026973648.1	LOC105288156
XM_026973820.1	LOC105286918
XM_026973781.1	LOC105286917
XM_026973625.1	LOC113562898
XM_026973821.1	LOC113562958
XM_011352505.1	LOC105287086
XM_011344203.3	LOC105282314
XM_026973591.1	LOC113562889
XM_026973592.1	LOC113561389
XM_026973822.1	LOC113562959
XM_011345547.3	LOC105283085
XM_026973590.1	LOC105283087
XM_026973823.1	LOC113562960
XM_026973824.1	LOC113562961
XM_011332265.2	LOC105275440
XM_011332266.2	LOC105275441
XM_026973826.1	LOC113562963
XM_011332268.1	LOC105275443
XM_026973827.1	LOC113562964
XM_026973661.1	LOC105285968
XM_026973662.1	LOC113562911
XM_026973663.1	LOC113562912
XM_020033831.2	LOC105285969
XM_026973741.1	LOC113562935
XM_026973837.1	LOC113562966
XM_026973670.1	LOC105286813
XM_011334438.3	LOC105276648
XM_011334436.3	LOC105276645
XM_011334430.3	LOC105276643
XM_011334433.3	LOC105276644
XM_020030788.2	LOC105276642
XM_011334425.3	LOC105276641
XM_026973676.1	LOC113562914
XM_026973677.1	LOC105276650
XM_011334422.3	LOC105276639
XM_011334421.3	LOC105276638
XM_011334418.3	LOC105276637
XM_026973867.1	LOC105280603
XM_026973868.1	LOC105280610
XM_011341258.3	LOC105280605
XM_020032066.2	LOC105280604
XM_011341252.3	LOC105280600
XM_026973581.1	LOC105280601
XM_026973838.1	LOC105280609
XM_020032067.2	LOC105280599
XM_011341250.3	LOC105280598
XM_011341246.2	LOC105280595
XM_011341248.3	LOC105280596
XM_011341245.3	LOC105280594
XM_026973839.1	LOC105280608
XM_026973840.1	LOC113562967
XM_026973551.1	LOC105280593
XM_020032070.2	LOC105280592
XM_011341241.2	LOC105280591
XM_011341240.3	LOC105280590
XM_011341238.3	LOC105280589
XM_026973726.1	LOC113562929
XM_026973841.1	LOC113562968
XM_026973773.1	LOC113562943
XM_020030931.2	LOC105277530
XM_020030976.2	LOC105277515
XM_011335921.3	LOC105277523
XM_011335891.3	LOC105277498
XM_026973769.1	LOC105277455
XM_011335803.2	LOC105277448
XM_011335791.3	LOC105277435
XM_011335782.3	LOC105277423
XM_011335770.3	LOC105277418
XM_011335758.3	LOC105277411
XM_011335737.2	LOC105277393
XM_011335747.3	LOC105277400
XM_011335706.3	LOC105277374
XM_011335529.3	LOC105277279
XM_026973869.1	LOC105277295
XM_011335568.3	LOC105277304
XM_011335584.2	LOC105277310
XM_011335611.2	LOC105277328
XM_011335644.3	LOC105277353
XM_011335669.3	LOC105277366
XM_011335694.3	LOC105277371
XM_011335481.2	LOC105277244
XM_011335501.3	LOC105277254
XM_020031205.2	LOC105277271
XM_026973545.1	LOC105277237
XM_011335455.3	LOC105277231
XM_011335444.3	LOC105277223
XM_011335430.2	LOC105277217
XM_011335325.3	LOC105277149
XM_011335364.3	LOC105277177
XM_011335353.3	LOC105277168
XM_011335373.3	LOC105277184
XM_011335392.3	LOC105277197
XM_011335312.2	LOC105277141
XM_011335303.3	LOC105277129
XM_011338146.3	LOC105278792
XM_011338139.3	LOC105278789
XM_026973734.1	LOC105278791
XM_011338140.3	LOC105278790
XM_026973733.1	LOC105278788
XM_026973735.1	LOC113562932
XM_011338123.3	LOC105278787
XM_026973762.1	LOC105278781
XM_026973798.1	LOC113562950
XM_026973730.1	LOC105278794
XM_020031435.2	LOC105278778
XM_020031436.1	LOC105278779
XM_011338099.3	LOC105278775
XM_026973679.1	LOC105278776
XM_011338095.3	LOC105278774
XM_011338094.3	LOC105278773
XM_026973720.1	LOC105278772
XM_026973552.1	LOC105278769
XM_011338091.2	LOC105278771
XM_011338086.3	LOC105278768
XM_011338085.2	LOC105278767
XM_026973553.1	LOC105278766
XM_011338082.3	LOC105278765
XM_020031444.2	LOC105278763
XM_026973635.1	LOC105278764
XM_011338077.3	LOC105278762
XM_011338075.3	LOC105278761
XM_011338074.3	LOC105278760
XM_020031437.2	LOC105278757
XM_011338069.3	LOC105278756
XM_011338067.2	LOC105278755
XM_011338066.3	LOC105278753
XM_026973842.1	LOC105278750
XM_011338058.3	LOC105278748
XM_011338057.3	LOC105278747
XM_011338055.3	LOC105278745
XM_011338056.3	LOC105278746
XM_011338053.2	LOC105278744
XM_011338050.3	LOC105278743
XM_026973936.1	LOC113562983
XM_020031431.2	LOC105278742
XM_026973668.1	LOC105287447
XM_011338048.3	LOC105278741
XM_011338047.3	LOC105278740
XM_011338043.3	LOC105278738
XM_011338044.3	LOC105278739
XM_026973537.1	LOC109610930
XM_026973659.1	LOC105278793
XM_020031438.2	LOC105278736
XM_011338042.3	LOC105278737
XM_026973779.1	LOC105285307
XM_026973776.1	LOC105285302
XM_011349437.3	LOC105285303
XM_011349440.3	LOC105285305
XM_020033593.2	LOC109611346
XM_020033591.2	LOC105285306
XM_026973731.1	LOC113562931
XM_011349433.3	LOC105285298
XM_026973883.1	LOC113562977
XM_011349422.3	LOC105285293
XM_011349426.2	LOC105285295
XM_011349430.3	LOC105285296
XM_011349417.3	LOC105285292
XM_026973884.1	LOC105285309
XM_011349408.3	LOC105285288
XM_011349448.3	LOC105285308
XM_011349407.3	LOC105285286
XM_011349403.3	LOC105285284
XM_026973956.1	LOC105278731
XM_011337923.3	LOC105278677
XM_026973843.1	LOC105278678
XM_011337935.3	LOC105278680
XM_026973955.1	LOC105278681
XM_020031397.2	LOC105278676
XM_026973844.1	LOC113562969
XM_011337915.3	LOC105278674
XM_011338032.1	LOC105278730
XM_026973949.1	LOC105278675
XM_011337914.2	LOC105278673
XM_011337913.3	LOC105278672
XM_011337909.3	LOC105278669
XM_011337911.2	LOC105278670
XM_011337912.3	LOC105278671
XM_011337905.3	LOC105278668
XM_011337902.3	LOC105278667
XM_026973927.1	LOC105278666
XM_011337896.3	LOC105278665
XM_011337894.3	LOC105278663
XM_026973931.1	LOC105278664
XM_026973932.1	LOC113562982
XM_011337891.3	LOC105278662
XM_011337883.2	LOC105278657
XM_011337884.3	LOC105278658
XM_011337888.3	LOC105278659
XM_011337890.3	LOC105278661
XM_011337882.3	LOC105278656
XM_011337880.3	LOC105278655
XM_011337878.3	LOC105278654
XM_011337870.2	LOC105278648
XM_011337871.2	LOC105278649
XM_011337873.3	LOC105278650
XM_026973864.1	LOC105278652
XM_011337869.3	LOC105278647
XM_011337865.3	LOC105278645
XM_026973934.1	LOC105278643
XM_026973845.1	LOC105278641
XM_020031408.2	LOC105278642
XM_011337853.3	LOC105278639
XM_011337855.3	LOC105278640
XM_011337851.3	LOC105278638
XM_011337846.2	LOC105278636
XM_020031402.2	LOC105278637
XM_011337849.3	LOC109610637
XM_011337841.3	LOC105278634
XM_011337840.3	LOC105278632
XM_026973572.1	LOC105278728
XM_011341205.3	LOC105280568
XM_011341204.3	LOC105280567
XM_026973574.1	LOC105280569
XM_026973578.1	LOC105280571
XM_011341209.3	LOC105280570
XM_026973825.1	LOC113562962
XM_011341212.1	LOC105280572
XM_011341214.3	LOC105280573
XM_011341215.3	LOC105280575
XM_026973846.1	LOC105280577
XM_011341218.3	LOC105280576
XM_011341222.3	LOC105280578
XM_011341223.3	LOC105280579
XM_011341226.3	LOC105280580
XM_020032064.2	LOC105280584
XM_011341229.3	LOC105280581
XM_011341232.3	LOC105280585
XM_026973722.1	LOC105280587
XM_011341236.3	LOC105280588
XM_026973847.1	LOC113562970
XM_011331901.3	LOC105275213
XM_011331903.3	LOC105275216
XM_011331912.3	LOC105275221
XM_011331907.3	LOC105275220
XM_011331906.2	LOC105275218
XM_011331904.3	LOC105275217
XM_011331921.2	LOC105275225
XM_020030331.2	LOC105275223
XM_011331925.3	LOC105275226
XM_011331926.3	LOC105275227
XM_026973962.1	LOC105275231
XM_026973957.1	LOC105275230
XM_011331930.3	LOC105275229
XM_011331941.3	LOC105275234
XM_011331939.3	LOC105275233
XM_011331937.3	LOC105275232
XM_011331946.3	LOC105275235
XM_011331951.3	LOC105275238
XM_020030365.2	LOC105275237
XM_011331948.3	LOC105275236
XM_011331968.3	LOC105275251
XM_011331964.3	LOC105275249
XM_026973513.1	LOC105275247
XM_011331956.3	LOC105275245
XM_020030360.2	LOC105275239
XM_011331970.3	LOC105275253
XM_011331973.3	LOC105275254
XM_011331974.3	LOC105275255
XM_011331975.3	LOC105275256
XM_011331977.3	LOC105275257
XM_011331978.3	LOC105275258
XM_011331980.2	LOC105275259
XM_026973905.1	LOC105275262
XM_011331981.3	LOC105275261
XM_011331989.3	LOC105275263
XM_011331991.3	LOC105275265
XM_011331990.3	LOC105275264
XM_011331993.3	LOC105275266
XM_011331994.3	LOC105275269
XM_011331995.3	LOC105275270
XM_020030316.2	LOC105275272
XM_011331998.3	LOC105275273
XM_011332002.2	LOC105275276
XM_011332000.2	LOC105275275
XM_011331999.3	LOC105275274
XM_011332004.2	LOC105275277
XM_011332013.2	LOC105275282
XM_011332012.3	LOC105275281
XM_011332008.3	LOC105275280
XM_020030324.2	LOC105275283
XM_011332025.3	LOC105275288
XM_011332022.3	LOC105275287
XM_011332018.3	LOC105275286
XM_026973885.1	LOC105275285
XM_026973897.1	LOC113562979
XM_020030363.1	LOC105275289
XM_011332030.3	LOC105275291
XM_020030317.2	LOC105275293
XM_011332032.2	LOC105275294
XM_011332035.3	LOC105275295
XM_011332036.3	LOC105275296
XM_011332038.3	LOC105275299
XM_011332037.3	LOC105275298
XM_011332040.3	LOC105275300
XM_011332042.3	LOC105275301
XM_011332044.3	LOC105275303
XM_026973848.1	LOC113562971
XM_020030338.2	LOC105275389
XM_011332043.3	LOC105275302
XM_011332048.3	LOC105275306
XM_011332047.3	LOC105275304
XM_011332051.3	LOC105275307
XM_026973854.1	LOC105275310
XM_011332057.3	LOC105275309
XM_011332055.3	LOC105275308
XM_011332070.3	LOC105275311
XM_011332071.3	LOC105275312
XM_011332074.3	LOC105275313
XM_011332076.2	LOC105275314
XM_011332077.3	LOC105275315
XM_011332078.3	LOC105275316
XM_011332087.3	LOC105275321
XM_011332082.3	LOC105275318
XM_011332086.3	LOC105275319
XM_011332093.2	LOC105275327
XM_011332090.2	LOC105275325
XM_011332088.3	LOC105275324
XM_011332099.3	LOC105275330
XM_011332096.3	LOC105275328
XM_011332101.3	LOC105275331
XM_011332103.3	LOC105275332
XM_011332104.3	LOC105275333
XM_026973862.1	LOC105275334
XM_011332106.2	LOC105275336
XM_020030347.2	LOC105275342
XM_011332109.3	LOC105275341
XM_011332108.3	LOC105275338
XM_011332107.2	LOC105275337
XM_011332120.2	LOC105275345
XM_011332119.3	LOC105275344
XM_026973878.1	LOC105275343
XM_026973877.1	LOC113562974
XM_026973879.1	LOC113562975
XM_020030352.2	LOC105275349
XM_026973876.1	LOC105275348
XM_011332121.3	LOC105275346
XM_011332130.3	LOC105275351
XM_026973871.1	LOC105275350
XM_026973795.1	LOC105275352
XM_011332134.3	LOC105275353
XM_011332138.3	LOC105275357
XM_011332137.2	LOC105275356
XM_011332136.3	LOC105275355
XM_011332143.3	LOC105275360
XM_026973794.1	LOC105275359
XM_011332139.3	LOC105275358
XM_011332146.3	LOC105275362
XM_026973796.1	LOC105275361
XM_020030336.2	LOC105275364
XM_011332147.3	LOC105275363
XM_011332150.3	LOC105275366
XM_020030333.2	LOC105275374
XM_011332162.2	LOC105275372
XM_011332161.2	LOC105275371
XM_011332160.3	LOC105275370
XM_011332157.3	LOC105275369
XM_026973728.1	LOC105275368
XM_011332167.3	LOC105275375
XM_011332170.3	LOC105275377
XM_011332169.3	LOC105275376
XM_011332178.2	LOC105275378
XM_011332185.2	LOC105275384
XM_011332184.3	LOC105275383
XM_026973628.1	LOC113562901
XM_026973831.1	LOC105275382
XM_011332180.3	LOC105275380
XM_011332179.3	LOC105275379
XM_026973514.1	LOC113562883
XM_011332187.3	LOC105275385
XM_026973833.1	LOC105286425
XM_026973835.1	LOC105278156
XM_026973832.1	LOC105278130
XM_020031042.2	LOC105278107
XM_026973836.1	LOC105278116
XM_011336973.3	LOC105278123
XM_011336912.3	LOC105278092
XM_011336925.3	LOC105278101
XM_011336901.3	LOC105278076
XM_011336890.3	LOC105278063
XM_011336821.3	LOC105278022
XM_011336849.3	LOC105278032
XM_026973515.1	LOC105278013
XM_026973516.1	LOC105277968
XM_020030915.2	LOC105277959
XM_011336700.3	LOC105277941
XM_020031005.2	LOC105277886
XM_011336682.3	LOC105277915
XM_011336500.3	LOC105277830
XM_011336480.2	LOC105277824
XM_026973792.1	LOC113562947
XM_011336444.3	LOC105277808
XM_011336467.2	LOC105277817
XM_011336418.3	LOC105277794
XM_011336409.3	LOC105277783
XM_011336396.3	LOC105277777
XM_026973793.1	LOC105277770
XM_026973791.1	LOC113562946
XM_011336229.3	LOC105277674
XM_020030909.2	LOC105278146
XM_026973517.1	LOC105278136
XM_011336304.2	LOC105277712
XM_026973790.1	LOC105277725
XM_011336326.2	LOC105277735
XM_011336205.2	LOC105277658
XM_011336158.3	LOC105277645
XM_020030963.2	LOC105277618
XM_011336035.3	LOC105277575
XM_020030950.2	LOC105277591
XM_011336006.3	LOC105277567
XM_026974142.1	LOC105286103
XM_026974144.1	LOC113563075
XM_026974136.1	LOC105286102
XM_011350763.3	LOC105286105
XM_011350766.3	LOC105286106
XM_011350769.3	LOC105286107
XM_011350770.3	LOC105286108
XM_026974140.1	LOC105286145
XM_011350776.3	LOC105286109
XM_011350778.3	LOC105286110
XM_011350780.3	LOC105286111
XM_011350782.2	LOC105286112
XM_011350783.2	LOC105286113
XM_026974306.1	LOC105286114
XM_026974272.1	LOC105286116
XM_011350788.3	LOC105286115
XM_026974269.1	LOC113563109
XM_026974271.1	LOC113563110
XM_011350805.3	LOC105286122
XM_011350802.3	LOC105286121
XM_011350798.3	LOC105286120
XM_011350794.3	LOC105286119
XM_011350806.3	LOC105286123
XM_011350808.3	LOC105286124
XM_011350818.3	LOC105286127
XM_011350816.3	LOC105286126
XM_011350815.3	LOC105286125
XM_011350820.3	LOC105286128
XM_011350823.2	LOC105286129
XM_026974157.1	LOC105286131
XM_011350826.2	LOC105286132
XM_026974307.1	LOC113563122
XM_020033903.2	LOC105286134
XM_011350832.2	LOC105286135
XM_011350833.2	LOC105286136
XM_011350844.3	LOC105286142
XM_026974416.1	LOC105286140
XM_026974411.1	LOC105286139
XM_026974415.1	LOC105286138
XM_026974413.1	LOC105278883
XM_026974298.1	LOC105278881
XM_011338317.3	LOC105278880
XM_011338314.3	LOC105278878
XM_011338316.3	LOC105278879
XM_011338302.3	LOC105278876
XM_011338304.3	LOC105278877
XM_011338300.3	LOC105278875
XM_011338293.3	LOC105278870
XM_026974111.1	LOC105278872
XM_011338297.3	LOC105278873
XM_026974118.1	LOC113563065
XM_011338276.3	LOC105278862
XM_011338281.3	LOC105278867
XM_026974108.1	LOC113563063
XM_011338285.3	LOC105278868
XM_026974115.1	LOC113561407
XM_026974120.1	LOC105278864
XM_026974308.1	LOC105278891
XM_026974109.1	LOC105278890
XM_011338275.3	LOC105278861
XM_011338273.3	LOC105278860
XM_011338271.3	LOC105278859
XM_011338258.3	LOC105278853
XM_011338259.3	LOC105278854
XM_020031451.2	LOC105278855
XM_011338269.3	LOC105278858
XM_020031453.2	LOC105278857
XM_020031455.2	LOC105278889
XM_020031467.2	LOC105278852
XM_011338251.3	LOC105278849
XM_011338252.3	LOC105278850
XM_020031469.2	LOC105278851
XM_011338250.3	LOC105278848
XM_011338246.3	LOC105278846
XM_011338249.3	LOC105278847
XM_011338242.3	LOC105278844
XM_011338243.3	LOC105278845
XM_011338236.3	LOC105278841
XM_011338238.2	LOC105278842
XM_011338234.3	LOC105278839
XM_011338233.3	LOC105278838
XM_011338227.3	LOC105278835
XM_011338230.3	LOC105278836
XM_011338225.3	LOC105278834
XM_011338222.3	LOC105278833
XM_011338212.3	LOC105278830
XM_026974456.1	LOC105278831
XM_011338208.3	LOC105278828
XM_011338205.2	LOC105278824
XM_026974309.1	LOC105278888
XM_026974310.1	LOC113563123
XM_011338198.3	LOC105278821
XM_011338325.3	LOC105278887
XM_026974121.1	LOC105278816
XM_011338193.3	LOC105278815
XM_011338190.3	LOC105278813
XM_026973983.1	LOC105278812
XM_020031471.2	LOC105278810
XM_026973969.1	LOC105278809
XM_026974107.1	LOC105278808
XM_011338172.3	LOC105278807
XM_026974311.1	LOC113563124
XM_011338170.3	LOC105278806
XM_011338169.3	LOC105278805
XM_026974400.1	LOC105278801
XM_026974399.1	LOC105278802
XM_026974265.1	LOC105278800
XM_020031477.2	LOC109610939
XM_026974312.1	LOC105278799
XM_026974426.1	LOC105278796
XM_026974313.1	LOC105287007
XM_020034223.2	LOC105287008
XM_011352367.3	LOC105287006
XM_011352366.2	LOC105287005
XM_026974395.1	LOC105281928
XM_026974314.1	LOC113563125
XM_011343565.3	LOC105281960
XM_011343517.2	LOC105281929
XM_026974393.1	LOC105281930
XM_011343520.3	LOC105281932
XM_011343519.3	LOC105281931
XM_011343523.3	LOC105281933
XM_026974169.1	LOC105281934
XM_026974460.1	LOC105287418
XM_011343527.3	LOC105281936
XM_026974315.1	LOC113563126
XM_026974461.1	LOC113563167
XM_011343538.3	LOC105281944
XM_011343537.3	LOC105281943
XM_026974462.1	LOC105281942
XM_011343528.3	LOC105281937
XM_011343539.3	LOC105281945
XM_011343540.3	LOC105281947
XM_011343541.2	LOC105281948
XM_011343542.3	LOC105281949
XM_011343543.3	LOC105281950
XM_011343544.3	LOC105281952
XM_011343562.3	LOC105281957
XM_026974402.1	LOC105281955
XM_011343556.3	LOC105281954
XM_026974401.1	LOC105281965
XM_011343563.3	LOC105281958
XM_026974168.1	LOC105281568
XM_011342868.3	LOC105281565
XM_011342869.3	LOC105281566
XM_011342866.2	LOC105281564
XM_011342855.3	LOC105281559
XM_011342857.3	LOC105281560
XM_026973981.1	LOC105281562
XM_026973982.1	LOC105281561
XM_011342854.3	LOC105281557
XM_011342851.3	LOC105281556
XM_026974046.1	LOC113563045
XM_026974045.1	LOC105281550
XM_011342841.3	LOC105281551
XM_011342842.3	LOC105281552
XM_011342844.3	LOC105281553
XM_011342839.3	LOC105281549
XM_011342838.3	LOC105281548
XM_026974059.1	LOC105281547
XM_020032361.2	LOC105281545
XM_011342835.3	LOC105281546
XM_026974208.1	LOC105281543
XM_011342828.3	LOC105281542
XM_026974057.1	LOC105285115
XM_011349071.3	LOC105285111
XM_020033542.2	LOC105285112
XM_026974069.1	LOC105285114
XM_026974222.1	LOC113561427
XM_026974316.1	LOC105283510
XM_026974129.1	LOC113563070
XM_011341123.3	LOC105280515
XM_026973964.1	LOC105280517
XM_011341125.3	LOC105280516
XM_011341129.3	LOC105280522
XM_026974430.1	LOC105280521
XM_026974441.1	LOC113563154
XM_026974440.1	LOC105280518
XM_011341130.2	LOC105280523
XM_026974439.1	LOC105280524
XM_026974289.1	LOC105280514
XM_011341117.3	LOC105280513
XM_020032040.2	LOC109611046
XM_020032044.2	LOC105280545
XM_011341098.2	LOC105280502
XM_026974290.1	LOC105280503
XM_026974291.1	LOC105280504
XM_011341103.1	LOC105280505
XM_011341110.2	LOC105280507
XM_011341111.2	LOC105280508
XM_011341113.3	LOC105280510
XM_011341114.3	LOC105280511
XM_011341081.3	LOC105280493
XM_011341083.3	LOC105280494
XM_011341085.3	LOC105280495
XM_011341089.3	LOC105280496
XM_011341090.3	LOC105280497
XM_011341091.3	LOC105280498
XM_020032052.2	LOC105280500
XM_011341097.3	LOC105280501
XM_026974466.1	LOC105280492
XM_011341078.3	LOC105280491
XM_020032050.2	LOC105280490
XM_011341072.3	LOC105280489
XM_026974089.1	LOC105285085
XM_026974317.1	LOC105285089
XM_011349035.3	LOC105285078
XM_011349036.3	LOC105285080
XM_011349037.3	LOC105285081
XM_011349038.3	LOC105285082
XM_011349031.3	LOC105285076
XM_011349030.3	LOC105285074
XM_011349026.1	LOC105285070
XM_020033506.2	LOC105285071
XM_026974090.1	LOC105285065
XM_020033516.2	LOC105285067
XM_011349013.3	LOC105285066
XM_011349023.3	LOC105285069
XM_026974151.1	LOC105285064
XM_011349006.3	LOC105285063
XM_011349005.3	LOC105285062
XM_011349003.3	LOC105285059
XM_011349004.3	LOC105285060
XM_011349002.3	LOC105285058
XM_011349001.2	LOC105285057
XM_011348991.3	LOC105285055
XM_011348986.3	LOC105285054
XM_011348985.3	LOC105285053
XM_026973967.1	LOC109611538
XM_011348984.2	LOC105285052
XM_011348983.3	LOC105285051
XM_011348981.3	LOC105285050
XM_026974332.1	LOC105285045
XM_011348964.3	LOC105285044
XM_026974325.1	LOC113563128
XM_011348979.2	LOC105285047
XM_026974326.1	LOC113563129
XM_026974334.1	LOC105286011
XM_026974327.1	LOC113563130
XM_011350619.3	LOC105286010
XM_011350616.3	LOC105286009
XM_026974328.1	LOC105286012
XM_011350611.3	LOC105286006
XM_011350613.2	LOC105286007
XM_011350585.3	LOC105285988
XM_011350584.3	LOC105285987
XM_020033835.2	LOC105285986
XM_011350569.3	LOC105285984
XM_011350573.2	LOC105285985
XM_011350568.3	LOC105285983
XM_011350563.3	LOC105285980
XM_011350565.3	LOC105285981
XM_026974184.1	LOC105285979
XM_011334281.3	LOC105276559
XM_011334293.3	LOC105276564
XM_026974047.1	LOC105276563
XM_011334290.3	LOC105276562
XM_011334284.3	LOC105276560
XM_026974067.1	LOC105276565
XM_011334300.2	LOC105276568
XM_020030779.2	LOC105276567
XM_011334301.3	LOC105276569
XM_011334302.3	LOC105276570
XM_026974424.1	LOC105276571
XM_011334305.3	LOC105276573
XM_011334306.2	LOC105276574
XM_011334314.3	LOC105276579
XM_011334309.3	LOC105276578
XM_011334308.2	LOC105276577
XM_011334316.3	LOC105276580
XM_026974177.1	LOC105276581
XM_026974181.1	LOC105276616
XM_011334319.3	LOC105276583
XM_011334321.3	LOC105276585
XM_011334320.3	LOC105276584
XM_020030766.1	LOC105276586
XM_011334329.2	LOC105276587
XM_011334332.3	LOC105276589
XM_011334330.3	LOC105276588
XM_011334334.2	LOC105276590
XM_020030771.2	LOC105276593
XM_011334338.2	LOC105276592
XM_011334335.2	LOC105276591
XM_011334347.3	LOC105276597
XM_011334345.3	LOC105276595
XM_026974329.1	LOC105276596
XM_011334348.3	LOC105276598
XM_011334371.3	LOC105276607
XM_011334370.3	LOC105276606
XM_011334369.3	LOC105276605
XM_011334365.3	LOC105276604
XM_011334363.3	LOC105276602
XM_011334358.3	LOC105276601
XM_026974218.1	LOC105276600
XM_011334378.2	LOC105276608
XM_011334384.3	LOC105276612
XM_020030776.2	LOC105276610
XM_011334379.3	LOC105276609
XM_011334390.3	LOC105276614
XM_011334389.3	LOC105276613
XM_011336375.3	LOC105277768
XM_026974267.1	LOC105277765
XM_011336371.3	LOC105277764
XM_011336367.3	LOC105277762
XM_011336366.3	LOC105277761
XM_011336360.3	LOC105277758
XM_011336362.3	LOC105277759
XM_011336363.3	LOC105277760
XM_026974324.1	LOC105277757
XM_011336381.3	LOC105277769
XM_026974319.1	LOC105277756
XM_011336356.3	LOC105277755
XM_011336354.2	LOC105277754
XM_011336351.3	LOC105277753
